date,currency,value_brl,prev_value,pct_change_day
2024-07-08,USD,5.4714,5.4964,-0.45484317007497
2024-07-09,USD,5.4381,5.4714,-0.6086193661585693
2024-07-10,USD,5.3961,5.4381,-0.7723285706404903
2024-07-11,USD,5.4094,5.3961,0.2464743055169416
2024-07-12,USD,5.4523,5.4094,0.7930639257588634
2024-07-15,USD,5.4557,5.4523,0.06235900445683562
2024-07-16,USD,5.4268,5.4557,-0.5297212090107584
2024-07-17,USD,5.4664,5.4268,0.729711800692856
2024-07-18,USD,5.542,5.4664,1.3829942924044936
2024-07-19,USD,5.5537,5.542,0.21111512089497797
2024-07-22,USD,5.5592,5.5537,0.09903307704772768
2024-07-23,USD,5.5801,5.5592,0.37595337458626865
2024-07-24,USD,5.634,5.5801,0.9659325101700755
2024-07-25,USD,5.6396,5.634,0.0993965211217418
2024-07-26,USD,5.6459,5.6396,0.11171005035819359
2024-07-29,USD,5.6473,5.6459,0.0247967551674666
2024-07-30,USD,5.6526,5.6473,0.09385015848279998
2024-07-31,USD,5.6615,5.6526,0.15744966917878855
2024-08-01,USD,5.6675,5.6615,0.10597898083546387
2024-08-02,USD,5.736,5.6675,1.2086457873841994
2024-08-05,USD,5.764,5.736,0.4881450488145145
2024-08-06,USD,5.6522,5.764,-1.9396252602359554
2024-08-07,USD,5.6087,5.6522,-0.7696118325607681
2024-08-08,USD,5.6166,5.6087,0.14085260399023802
2024-08-09,USD,5.5109,5.6166,-1.8819214471388346
2024-08-12,USD,5.4905,5.5109,-0.37017547043133314
2024-08-13,USD,5.4869,5.4905,-0.06556779892541442
2024-08-14,USD,5.4496,5.4869,-0.6798009805172311
2024-08-15,USD,5.4645,5.4496,0.27341456253668905
2024-08-16,USD,5.4626,5.4645,-0.03476987830542955
2024-08-19,USD,5.4231,5.4626,-0.723098890638163
2024-08-20,USD,5.4541,5.4231,0.5716287732109082
2024-08-21,USD,5.4701,5.4541,0.2933572908454085
2024-08-22,USD,5.5518,5.4701,1.4935741576936445
2024-08-23,USD,5.5257,5.5518,-0.4701177996325634
2024-08-26,USD,5.4915,5.5257,-0.6189261089092679
2024-08-27,USD,5.4963,5.4915,0.08740781207319248
2024-08-28,USD,5.5309,5.4963,0.6295144005967757
2024-08-29,USD,5.6352,5.5309,1.885769043012897
2024-08-30,USD,5.6556,5.6352,0.36201022146507
2024-09-02,USD,5.6224,5.6556,-0.5870287856284073
2024-09-03,USD,5.6218,5.6224,-0.01067159931701367
2024-09-04,USD,5.6353,5.6218,0.24013661104984596
2024-09-05,USD,5.6043,5.6353,-0.5501038099125055
2024-09-06,USD,5.5696,5.6043,-0.6191674250129342
2024-09-09,USD,5.6091,5.5696,0.7092071243895326
2024-09-10,USD,5.6248,5.6091,0.2799023016170077
2024-09-11,USD,5.6381,5.6248,0.23645285165694307
2024-09-12,USD,5.6548,5.6381,0.2961990741561893
2024-09-13,USD,5.5711,5.6548,-1.480158449458857
2024-09-16,USD,5.5201,5.5711,-0.9154386027893979
2024-09-17,USD,5.5004,5.5201,-0.3568775927972334
2024-09-18,USD,5.4761,5.5004,-0.4417860519234984
2024-09-19,USD,5.4183,5.4761,-1.0554956994941578
2024-09-20,USD,5.4769,5.4183,1.0815200339589826
2024-09-23,USD,5.544,5.4769,1.22514561156859
2024-09-24,USD,5.4696,5.544,-1.3419913419913332
2024-09-25,USD,5.473,5.4696,0.0621617668568053
2024-09-26,USD,5.4406,5.473,-0.5919970765576488
2024-09-27,USD,5.4425,5.4406,0.03492261882880321
2024-09-30,USD,5.4475,5.4425,0.09186954524575963
2024-10-01,USD,5.4515,5.4475,0.07342817806335056
2024-10-02,USD,5.4299,5.4515,-0.3962212235164686
2024-10-03,USD,5.4844,5.4299,1.0037017256303127
2024-10-04,USD,5.468,5.4844,-0.29902997593173053
2024-10-07,USD,5.462,5.468,-0.1097293343087058
2024-10-08,USD,5.5191,5.462,1.0454046136946227
2024-10-09,USD,5.5731,5.5191,0.9784203946295644
2024-10-10,USD,5.5813,5.5731,0.14713534657551097
2024-10-11,USD,5.6257,5.5813,0.795513590023833
2024-10-14,USD,5.6039,5.6257,-0.38750733242085555
2024-10-15,USD,5.6372,5.6039,0.594229019075998
2024-10-16,USD,5.6743,5.6372,0.6581281487263224
2024-10-17,USD,5.6752,5.6743,0.015860987258342618
2024-10-18,USD,5.6666,5.6752,-0.15153650972653532
2024-10-21,USD,5.7062,5.6666,0.6988317509617703
2024-10-22,USD,5.6952,5.7062,-0.19277277347446997
2024-10-23,USD,5.7143,5.6952,0.3353701362550865
2024-10-24,USD,5.7081,5.7143,-0.10849972875067726
2024-10-25,USD,5.6963,5.7081,-0.20672377849021428
2024-10-28,USD,5.6982,5.6963,0.033354984814715216
2024-10-29,USD,5.7134,5.6982,0.2667509037941773
2024-10-30,USD,5.7795,5.7134,1.1569293240452305
2024-10-31,USD,5.7773,5.7795,-0.038065576606960416
2024-11-01,USD,5.8067,5.7773,0.5088882349886692
2024-11-04,USD,5.7892,5.8067,-0.3013759966934759
2024-11-05,USD,5.784,5.7892,-0.08982242796933271
2024-11-06,USD,5.7642,5.784,-0.34232365145228094
2024-11-07,USD,5.6618,5.7642,-1.7764824260088075
2024-11-08,USD,5.7642,5.6618,1.8086121021583024
2024-11-11,USD,5.7974,5.7642,0.5759689115575339
2024-11-12,USD,5.7688,5.7974,-0.4933245937834174
2024-11-13,USD,5.7707,5.7688,0.03293579253917933
2024-11-14,USD,5.7879,5.7707,0.2980574280416537
2024-11-18,USD,5.7597,5.7879,-0.4872233452547503
2024-11-19,USD,5.7737,5.7597,0.24306821535844403
2024-11-21,USD,5.8167,5.7737,0.7447563953790537
2024-11-22,USD,5.8118,5.8167,-0.08424020492719952
2024-11-25,USD,5.7996,5.8118,-0.20991775353590425
2024-11-26,USD,5.7984,5.7996,-0.02069108214359794
2024-11-27,USD,5.8285,5.7984,0.5191087196467992
2024-11-28,USD,5.9865,5.8285,2.71081753452862
2024-11-29,USD,6.0529,5.9865,1.109162281800713
2024-12-02,USD,6.0628,6.0529,0.1635579639511553
2024-12-03,USD,6.0701,6.0628,0.1204064128785376
2024-12-04,USD,6.0575,6.0701,-0.20757483402250587
2024-12-05,USD,5.9843,6.0575,-1.2084193148988898
2024-12-06,USD,6.0287,5.9843,0.741941413364966
2024-12-09,USD,6.0564,6.0287,0.45946887388657043
2024-12-10,USD,6.0523,6.0564,-0.06769698170531191
2024-12-11,USD,6.0314,6.0523,-0.34532326553541326
2024-12-12,USD,5.9402,6.0314,-1.5120867460291065
2024-12-13,USD,6.0394,5.9402,1.6699774418369673
2024-12-16,USD,6.0504,6.0394,0.18213729840712567
2024-12-17,USD,6.1679,6.0504,1.9420203622900978
2024-12-18,USD,6.1618,6.1679,-0.09889913909110204
2024-12-19,USD,6.1835,6.1618,0.35216982050698675
2024-12-20,USD,6.0774,6.1835,-1.715856715452424
2024-12-23,USD,6.1606,6.0774,1.3690064830355064
2024-12-24,USD,6.1527,6.1606,-0.128234262896465
2024-12-26,USD,6.165,6.1527,0.19991223365352084
2024-12-27,USD,6.1985,6.165,0.5433901054338941
2024-12-30,USD,6.1917,6.1985,-0.10970396063564314
2024-12-31,USD,6.1917,6.1917,0.0
2025-01-02,USD,6.208,6.1917,0.2632556486909854
2025-01-03,USD,6.1557,6.208,-0.8424613402061798
2025-01-06,USD,6.1113,6.1557,-0.7212827135825384
2025-01-07,USD,6.0735,6.1113,-0.6185263364586913
2025-01-08,USD,6.1315,6.0735,0.9549683049312474
2025-01-09,USD,6.089,6.1315,-0.6931419717850384
2025-01-10,USD,6.0959,6.089,0.11331910001641798
2025-01-13,USD,6.1073,6.0959,0.1870109417805521
2025-01-14,USD,6.0665,6.1073,-0.6680529857711393
2025-01-15,USD,6.0371,6.0665,-0.48462869859061675
2025-01-16,USD,6.0316,6.0371,-0.09110334432094191
2025-01-17,USD,6.0603,6.0316,0.475827309503285
2025-01-20,USD,6.0492,6.0603,-0.1831592495420975
2025-01-21,USD,6.0434,6.0492,-0.09588044700125087
2025-01-22,USD,5.9668,6.0434,-1.2674984280371948
2025-01-23,USD,5.9393,5.9668,-0.4608835556747293
2025-01-24,USD,5.8919,5.9393,-0.7980738470863669
2025-01-27,USD,5.9266,5.8919,0.5889441436548459
2025-01-28,USD,5.8924,5.9266,-0.5770593594978446
2025-01-29,USD,5.859,5.8924,-0.5668318511981574
2025-01-30,USD,5.9,5.859,0.6997781191329544
2025-01-31,USD,5.8295,5.9,-1.1949152542372832
2025-02-03,USD,5.8681,5.8295,0.662149412471047
2025-02-04,USD,5.7921,5.8681,-1.2951381196639522
2025-02-05,USD,5.7991,5.7921,0.12085426701888835
2025-02-06,USD,5.785,5.7991,-0.24314117707919802
2025-02-07,USD,5.7551,5.785,-0.5168539325842825
2025-02-10,USD,5.7802,5.7551,0.4361349064308184
2025-02-11,USD,5.7782,5.7802,-0.0346008788623231
2025-02-12,USD,5.7705,5.7782,-0.1332594925755437
2025-02-13,USD,5.7782,5.7705,0.13343731045836194
2025-02-14,USD,5.7277,5.7782,-0.873974594164284
2025-02-17,USD,5.7099,5.7277,-0.31077046633027905
2025-02-18,USD,5.6973,5.7099,-0.22066936373666968
2025-02-19,USD,5.7081,5.6973,0.18956347743668278
2025-02-20,USD,5.7013,5.7081,-0.11912895709605964
2025-02-21,USD,5.7021,5.7013,0.014031887464271975
2025-02-24,USD,5.7252,5.7021,0.40511390540327596
2025-02-25,USD,5.7773,5.7252,0.9100118773143429
2025-02-26,USD,5.7751,5.7773,-0.03808007200595265
2025-02-27,USD,5.8222,5.7751,0.8155702931550879
2025-02-28,USD,5.8482,5.8222,0.446566589948838
2025-03-05,USD,5.7908,5.8482,-0.9814985807598986
2025-03-06,USD,5.7483,5.7908,-0.7339227740553955
2025-03-07,USD,5.7682,5.7483,0.3461893081432743
2025-03-10,USD,5.7924,5.7682,0.4195416247702921
2025-03-11,USD,5.8341,5.7924,0.7199088460741798
2025-03-12,USD,5.8262,5.8341,-0.1354107745839106
2025-03-13,USD,5.8125,5.8262,-0.23514469122241088
2025-03-14,USD,5.7413,5.8125,-1.2249462365591435
2025-03-17,USD,5.7076,5.7413,-0.5869750753313641
2025-03-18,USD,5.6846,5.7076,-0.4029714766276671
2025-03-19,USD,5.6651,5.6846,-0.34303205150757465
2025-03-20,USD,5.6622,5.6651,-0.05119062328995394
2025-03-21,USD,5.7235,5.6622,1.0826180636501537
2025-03-24,USD,5.7397,5.7235,0.2830435922075658
2025-03-25,USD,5.6986,5.7397,-0.7160652995801153
2025-03-26,USD,5.7292,5.6986,0.5369739936124551
2025-03-27,USD,5.7468,5.7292,0.30719821266496083
2025-03-28,USD,5.7654,5.7468,0.32365838379617706
2025-03-31,USD,5.7416,5.7654,-0.41280743747180715
2025-04-01,USD,5.7045,5.7416,-0.6461613487529605
2025-04-02,USD,5.6918,5.7045,-0.22263125602595135
2025-04-03,USD,5.6062,5.6918,-1.5039179170033945
2025-04-04,USD,5.7771,5.6062,3.0484106881666584
2025-04-07,USD,5.8871,5.7771,1.904069515847051
2025-04-08,USD,5.9362,5.8871,0.8340269402592027
2025-04-09,USD,6.0599,5.9362,2.0838246689801387
2025-04-10,USD,5.9109,6.0599,-2.458786448621264
2025-04-11,USD,5.8731,5.9109,-0.639496523372074
2025-04-14,USD,5.8419,5.8731,-0.5312356336517388
2025-04-15,USD,5.8701,5.8419,0.48271966312329884
2025-04-16,USD,5.8802,5.8701,0.17205839764229403
2025-04-17,USD,5.8553,5.8802,-0.4234549845243407
2025-04-22,USD,5.749,5.8553,-1.8154492511058384
2025-04-23,USD,5.6874,5.749,-1.0714906940337388
2025-04-24,USD,5.6732,5.6874,-0.2496747195555149
2025-04-25,USD,5.684,5.6732,0.19036875132201203
2025-04-28,USD,5.6675,5.684,-0.2902885292047852
2025-04-29,USD,5.6461,5.6675,-0.377591530657273
2025-04-30,USD,5.6602,5.6461,0.24972990205629486
2025-05-02,USD,5.6388,5.6602,-0.378078513126745
2025-05-05,USD,5.6514,5.6388,0.22345179825493666
2025-05-06,USD,5.7204,5.6514,1.2209364051385396
2025-05-07,USD,5.7368,5.7204,0.28669323823509174
2025-05-08,USD,5.6854,5.7368,-0.8959698786780157
2025-05-09,USD,5.6505,5.6854,-0.6138530270517362
2025-05-12,USD,5.6816,5.6505,0.5503937704627981
2025-05-13,USD,5.6256,5.6816,-0.9856378484933814
2025-05-14,USD,5.6094,5.6256,-0.2879692832764569
2025-05-15,USD,5.6322,5.6094,0.40646058401967444
2025-05-16,USD,5.6919,5.6322,1.0599765633322766
2025-05-19,USD,5.6585,5.6919,-0.5867987842372524
2025-05-20,USD,5.6614,5.6585,0.05125033135990886
2025-05-21,USD,5.6565,5.6614,-0.08655102978062379
2025-05-22,USD,5.6384,5.6565,-0.3199858569786995
2025-05-23,USD,5.6926,5.6384,0.961265607264461
2025-05-26,USD,5.6613,5.6926,-0.5498366300108914
2025-05-27,USD,5.6533,5.6613,-0.1413102997544713
2025-05-28,USD,5.693,5.6533,0.7022447066315163
2025-05-29,USD,5.6553,5.693,-0.6622167574213855
2025-05-30,USD,5.7081,5.6553,0.9336374728130981
2025-06-02,USD,5.6931,5.7081,-0.26278446418247503
2025-06-03,USD,5.6688,5.6931,-0.42683248142488805
2025-06-04,USD,5.6326,5.6688,-0.6385831216483173
2025-06-05,USD,5.5963,5.6326,-0.6444625927635506
2025-06-06,USD,5.5941,5.5963,-0.03931168807962404
2025-06-09,USD,5.5754,5.5941,-0.33428076008651386
2025-06-10,USD,5.5551,5.5754,-0.36409943681170454
2025-06-11,USD,5.5384,5.5551,-0.3006246512214039
2025-06-12,USD,5.5382,5.5384,-0.003611151235016763
2025-06-13,USD,5.5646,5.5382,0.47668917698893143
2025-06-16,USD,5.5117,5.5646,-0.9506523379937515
2025-06-17,USD,5.4767,5.5117,-0.6350127909719339
2025-06-18,USD,5.4873,5.4767,0.19354720908577594
2025-06-20,USD,5.4951,5.4873,0.1421464108031234
2025-06-23,USD,5.5207,5.4951,0.4658695929100398
2025-06-24,USD,5.4932,5.5207,-0.4981252377415868
2025-06-25,USD,5.5421,5.4932,0.8901915095026469
2025-06-26,USD,5.5139,5.5421,-0.5088323920535487
2025-06-27,USD,5.4753,5.5139,-0.7000489671557308
2025-06-30,USD,5.4565,5.4753,-0.34336018117727685
2025-07-01,USD,5.4505,5.4565,-0.10996059745258524
2025-07-02,USD,5.4506,5.4505,0.001834694064761777
2025-07-03,USD,5.4202,5.4506,-0.557736762925165
2025-07-04,USD,5.4084,5.4202,-0.21770414375853475
2025-07-07,USD,5.4546,5.4084,0.8542267583758534
2025-07-08,USD,5.4565,5.4546,0.03483298500348564
2025-07-09,USD,5.462,5.4565,0.10079721433151612
2025-07-10,USD,5.5427,5.462,1.477480776272433
2025-07-11,USD,5.5716,5.5427,0.521406534721347
2025-07-14,USD,5.5589,5.5716,-0.2279417043578147
2025-07-15,USD,5.5569,5.5589,-0.03597834103871156
2025-07-16,USD,5.5716,5.5569,0.26453598229230213
2025-07-17,USD,5.5731,5.5716,0.02692224854619063
2025-07-18,USD,5.546,5.5731,-0.4862643770971231
2025-07-21,USD,5.5619,5.546,0.2866931121528804
2025-07-22,USD,5.5703,5.5619,0.15102752656466212
2025-07-23,USD,5.5531,5.5703,-0.30878049656212214
2025-07-24,USD,5.5233,5.5531,-0.5366371936395886
2025-07-25,USD,5.542,5.5233,0.33856571252692813
2025-07-28,USD,5.5871,5.542,0.8137856369541785
2025-07-29,USD,5.5758,5.5871,-0.20225161532817504
2025-07-30,USD,5.6028,5.5758,0.4842354460346421
2025-07-31,USD,5.6015,5.6028,-0.02320268437211448
2025-08-01,USD,5.543,5.6015,-1.0443631170222178
2025-08-04,USD,5.5107,5.543,-0.5827169402850441
2025-08-05,USD,5.5113,5.5107,0.01088790897709746
2025-08-06,USD,5.4796,5.5113,-0.5751818990075042
2025-08-07,USD,5.4632,5.4796,-0.2992919191181831
2025-08-08,USD,5.4248,5.4632,-0.702884756186839
2025-08-11,USD,5.4467,5.4248,0.40370151894999484
2025-08-12,USD,5.4046,5.4467,-0.7729450860153753
2025-08-13,USD,5.3922,5.4046,-0.22943418569367768
2025-08-14,USD,5.4089,5.3922,0.30970661325617765
2025-08-15,USD,5.3922,5.4089,-0.3087503928710156
2025-08-18,USD,5.4149,5.3922,0.42097845035422576
2025-08-19,USD,5.471,5.4149,1.036030212930994
2025-08-20,USD,5.472,5.471,0.018278194114418334
2025-08-21,USD,5.4822,5.472,0.18640350877192624
2025-08-22,USD,5.4386,5.4822,-0.7953011564700185
2025-08-25,USD,5.4168,5.4386,-0.4008384510719609
2025-08-26,USD,5.4212,5.4168,0.08122876975336091
2025-08-27,USD,5.4422,5.4212,0.3873681103814697
2025-08-28,USD,5.4109,5.4422,-0.5751350556760126
2025-08-29,USD,5.4258,5.4109,0.27537008630726945
2025-09-01,USD,5.4372,5.4258,0.2101072652880731
2025-09-02,USD,5.4674,5.4372,0.5554329434267702
2025-09-03,USD,5.4479,5.4674,-0.35665947250977936
2025-09-04,USD,5.4581,5.4479,0.18722810624278718
2025-09-05,USD,5.3962,5.4581,-1.1340942818929611
2025-09-08,USD,5.4272,5.3962,0.5744783366072426
2025-09-09,USD,5.4272,5.4272,0.0
2025-09-10,USD,5.4117,5.4272,-0.28559846698114066
2025-09-11,USD,5.3852,5.4117,-0.489679767910256
2025-09-12,USD,5.3671,5.3852,-0.3361063655946017
2025-09-15,USD,5.3202,5.3671,-0.8738424847683057
2025-09-16,USD,5.309,5.3202,-0.21051840156384172
2025-09-17,USD,5.3005,5.309,-0.16010548125823254
2025-09-18,USD,5.3004,5.3005,-0.0018866144703477694
2025-09-19,USD,5.327,5.3004,0.5018489170628637
2025-09-22,USD,5.3451,5.327,0.3397784869532572
2025-09-23,USD,5.3057,5.3451,-0.7371237207910109
2025-09-24,USD,5.3106,5.3057,0.09235350660610209
2025-09-25,USD,5.3419,5.3106,0.5893872632094288
2025-09-26,USD,5.3439,5.3419,0.03743986222131124
2025-09-29,USD,5.3223,5.3439,-0.4041991803738765
2025-09-30,USD,5.318,5.3223,-0.08079213873702917
2025-10-01,USD,5.3202,5.318,0.041368935690111464
2025-10-02,USD,5.3443,5.3202,0.45299048907936346
2025-10-03,USD,5.3492,5.3443,0.09168646969668348
2025-10-06,USD,5.322,5.3492,-0.5084872504299676
2025-10-07,USD,5.3357,5.322,0.25742202179632745
2025-10-08,USD,5.3421,5.3357,0.11994677361921724
2025-10-09,USD,5.3532,5.3421,0.20778345594429926
2025-10-10,USD,5.444,5.3532,1.6961817230815246
2025-10-13,USD,5.4623,5.444,0.3361498897869186
2025-10-14,USD,5.4976,5.4623,0.6462479175439073
2025-10-15,USD,5.4458,5.4976,-0.9422293364377166
2025-10-16,USD,5.4348,5.4458,-0.20199052480811552
2025-10-17,USD,5.4384,5.4348,0.06623978803266262
2025-10-20,USD,5.3765,5.4384,-1.138202412474254
2025-10-21,USD,5.3842,5.3765,0.14321584674044097
2025-10-22,USD,5.3892,5.3842,0.09286430667507783
2025-10-23,USD,5.3834,5.3892,-0.10762265271282434
2025-10-24,USD,5.3791,5.3834,-0.079875171824495
2025-10-27,USD,5.3738,5.3791,-0.09852949378148512
2025-10-28,USD,5.3684,5.3738,-0.10048755070899418
2025-10-29,USD,5.341,5.3684,-0.510394158408467
2025-10-30,USD,5.3844,5.341,0.812581913499355
2025-10-31,USD,5.3837,5.3844,-0.013000520020800543
2025-11-03,USD,5.3499,5.3837,-0.627821015286889
2025-11-04,USD,5.384,5.3499,0.6373950914970505
2025-11-05,USD,5.3792,5.384,-0.08915304606241792
2025-11-06,USD,5.3445,5.3792,-0.6450773349196859
2025-11-07,USD,5.3561,5.3445,0.21704556085695437
2025-11-10,USD,5.3175,5.3561,-0.720673624465562
2025-11-11,USD,5.2723,5.3175,-0.8500235072872453
2025-11-12,USD,5.2879,5.2723,0.29588604593819845
2025-11-13,USD,5.2814,5.2879,-0.12292214300573256
2025-11-14,USD,5.2946,5.2814,0.24993372969288608
2025-11-17,USD,5.3102,5.2946,0.2946398217051449
2025-11-18,USD,5.3355,5.3102,0.4764415652894316
2025-11-19,USD,5.334,5.3355,-0.02811357885859067
2025-11-21,USD,5.3896,5.334,1.0423697037870383
2025-11-24,USD,5.3942,5.3896,0.08534956211962985
2025-11-25,USD,5.3835,5.3942,-0.198361202773345
2025-11-26,USD,5.3688,5.3835,-0.27305656171634496
2025-11-27,USD,5.3484,5.3688,-0.37997317836389044
2025-11-28,USD,5.3332,5.3484,-0.2841971430708301
2025-12-01,USD,5.3463,5.3332,0.24563114077853498
2025-12-02,USD,5.3459,5.3463,-0.007481809849796406
2025-12-03,USD,5.3108,5.3459,-0.6565779382330383
2025-12-04,USD,5.2946,5.3108,-0.3050387888830386
2025-12-05,USD,5.3399,5.2946,0.8555887130283768
2025-12-08,USD,5.4243,5.3399,1.5805539429577298
2025-12-09,USD,5.4564,5.4243,0.5917814280183675
2025-12-10,USD,5.465,5.4564,0.15761307822006465
2025-12-11,USD,5.4231,5.465,-0.7666971637694475
2025-12-12,USD,5.4005,5.4231,-0.4167358153085776
2025-12-15,USD,5.3923,5.4005,-0.15183779279697163
2025-12-16,USD,5.4499,5.3923,1.068189826233712
2025-12-17,USD,5.5087,5.4499,1.078918879245494
2025-12-18,USD,5.5277,5.5087,0.3449089621870849
2025-12-19,USD,5.5154,5.5277,-0.22251569368816337
2025-12-22,USD,5.5383,5.5154,0.4152010733582401
2025-12-23,USD,5.5637,5.5383,0.45862448765867647
2025-12-24,USD,5.5342,5.5637,-0.5302226935312793
2025-12-26,USD,5.5407,5.5342,0.11745148350257306
2025-12-29,USD,5.5733,5.5407,0.5883733102315603
2025-12-30,USD,5.5018,5.5733,-1.2829024097034014
2025-12-31,USD,5.5018,5.5018,0.0
2026-01-02,USD,5.4366,5.5018,-1.1850667054418507
2026-01-05,USD,5.4345,5.4366,-0.03862708310341523
2026-01-06,USD,5.3791,5.4345,-1.0194130094764886
2026-01-07,USD,5.3874,5.3791,0.15430090535590857
2026-01-08,USD,5.3854,5.3874,-0.03712365890783387
2026-01-09,USD,5.3701,5.3854,-0.2841014595016178
2026-01-12,USD,5.3754,5.3701,0.09869462393623518
2026-01-13,USD,5.3758,5.3754,0.00744130669345644
2026-01-14,USD,5.3789,5.3758,0.05766583578257212
2026-01-15,USD,5.384,5.3789,0.09481492498466526
2026-01-16,USD,5.3792,5.384,-0.08915304606241792
2026-01-19,USD,5.3647,5.3792,-0.26955681142176724
2026-01-20,USD,5.3784,5.3647,0.255373087031896
2026-01-21,USD,5.3362,5.3784,-0.7846199613267935
2026-01-22,USD,5.3112,5.3362,-0.46849818222703954
2026-01-23,USD,5.2872,5.3112,-0.451875282422054
2026-01-26,USD,5.2754,5.2872,-0.223180511423815
2026-01-27,USD,5.2386,5.2754,-0.697577434886465
2026-01-28,USD,5.1832,5.2386,-1.0575344557706146
2026-01-29,USD,5.195,5.1832,0.22765858928848193
2026-01-30,USD,5.2295,5.195,0.6641000962463783
2026-02-02,USD,5.2581,5.2295,0.5468974089301026
2026-02-03,USD,5.223,5.2581,-0.6675415073886026
2026-02-04,USD,5.2353,5.223,0.2354968408960323
2026-02-05,USD,5.2574,5.2353,0.422134357152415
2026-02-06,USD,5.2335,5.2574,-0.45459732947843445
2026-02-09,USD,5.1937,5.2335,-0.76048533486196
2026-02-10,USD,5.2015,5.1937,0.15018195121012656
2026-02-11,USD,5.183,5.2015,-0.35566663462464065
2026-02-12,USD,5.1668,5.183,-0.3125602932664395
2026-02-13,USD,5.2282,5.1668,1.1883564295114946
2026-02-18,USD,5.2343,5.2282,0.11667495505145453
